## Measurements of the probability distribution function of specific black hole accretion rates, p(log lambda_{sBHAR} | M_*,z),
## for All galaxies as a function of stellar mass and redshift.
## Taken from Aird et al. 2017b, MNRAS(in press), arXiv:1705.01132 (see Figure 2)
## Column description:
## z_lo, z_hi  - lower and upper limit of redshift bin
## mass_lo, mass_hi - lower and	upper limit of stellar mass bin	in log (Mstel/Msun)
## logl	- value	of log(specific black hole accretion rate) - see Equation 2 of Aird+17b
## p(median), p_lolim(90%CL), p_uplim(90%CL) - estimates of p(log lambda) (per unit dex), giving the median and 90% upper and lower
##                                             central confidence limits based on posterior distribution.
## flag	- 1 indicates reliable	measurement, 0 indicates potential for significant contamination by star formation thus unreliable.
##
#     z_lo      z_hi   mass_lo   mass_hi      logl      p(median)       p_lolim(90%CL)   p_uplim(90%CL)      flag
      2.50      3.00     10.50     11.00     -0.04       8.46E-03       3.47E-03       1.76E-02   1
      2.50      3.00     10.50     11.00      0.04       5.98E-03       2.20E-03       1.36E-02   1
      2.50      3.00     10.50     11.00      0.12       4.23E-03       1.42E-03       1.05E-02   1
      2.50      3.00     10.50     11.00      0.20       3.06E-03       9.12E-04       8.11E-03   1
      2.50      3.00     10.50     11.00      0.28       2.29E-03       6.00E-04       6.56E-03   1
      2.50      3.00     10.50     11.00      0.36       1.73E-03       4.13E-04       5.50E-03   1
      2.50      3.00     10.50     11.00      0.44       1.36E-03       2.88E-04       4.57E-03   1
      2.50      3.00     10.50     11.00      0.52       1.12E-03       2.24E-04       3.97E-03   1
      2.50      3.00     10.50     11.00      0.60       9.09E-04       1.71E-04       3.34E-03   1
      2.50      3.00     10.50     11.00      0.68       7.45E-04       1.29E-04       2.97E-03   1
      2.50      3.00     10.50     11.00      0.76       6.30E-04       1.00E-04       2.68E-03   1
      2.50      3.00     10.50     11.00      0.84       5.31E-04       8.01E-05       2.57E-03   1
      2.50      3.00     10.50     11.00      0.92       4.59E-04       6.49E-05       2.28E-03   1
      2.50      3.00     10.50     11.00      1.00       4.10E-04       5.68E-05       2.08E-03   1
      2.50      3.00     10.50     11.00      1.08       3.61E-04       4.61E-05       1.99E-03   1
      2.50      3.00     10.50     11.00      1.16       3.24E-04       4.01E-05       1.88E-03   1
      2.50      3.00     10.50     11.00      1.24       2.96E-04       3.47E-05       1.82E-03   1
      2.50      3.00     10.50     11.00      1.32       2.72E-04       3.00E-05       1.75E-03   1
      2.50      3.00     10.50     11.00      1.40       2.54E-04       2.70E-05       1.67E-03   1
      2.50      3.00     10.50     11.00      1.48       2.40E-04       2.40E-05       1.66E-03   1
      2.50      3.00     10.50     11.00      1.56       2.30E-04       1.99E-05       1.59E-03   1
      2.50      3.00     10.50     11.00      1.64       2.18E-04       1.72E-05       1.58E-03   1
      2.50      3.00     10.50     11.00      1.72       2.07E-04       1.58E-05       1.51E-03   1
      2.50      3.00     10.50     11.00      1.80       1.96E-04       1.29E-05       1.50E-03   1
      2.50      3.00     10.50     11.00      1.88       1.85E-04       1.15E-05       1.51E-03   1
      2.50      3.00     10.50     11.00      1.96       1.77E-04       9.73E-06       1.53E-03   1
      2.50      3.00     10.50     11.00      2.04       1.62E-04       8.29E-06       1.48E-03   1
      2.50      3.00     10.50     11.00      2.12       1.51E-04       7.04E-06       1.50E-03   1
      2.50      3.00     10.50     11.00      2.20       1.38E-04       5.81E-06       1.47E-03   1
      2.50      3.00     10.50     11.00      2.28       1.20E-04       4.52E-06       1.43E-03   1
      2.50      3.00     10.50     11.00      2.36       1.04E-04       3.61E-06       1.35E-03   1
      2.50      3.00     10.50     11.00      2.44       8.59E-05       2.89E-06       1.21E-03   1
      2.50      3.00     10.50     11.00      2.52       6.72E-05       2.21E-06       1.04E-03   1
      2.50      3.00     10.50     11.00      2.60       4.84E-05       1.60E-06       8.00E-04   1
      2.50      3.00     10.50     11.00      2.68       3.24E-05       1.06E-06       5.48E-04   1
      2.50      3.00     10.50     11.00      2.76       1.88E-05       5.49E-07       3.34E-04   1
      2.50      3.00     10.50     11.00      2.84       9.41E-06       2.75E-07       1.72E-04   1
      2.50      3.00     10.50     11.00      2.92       3.79E-06       1.13E-07       7.20E-05   1
      2.00      2.50     10.50     11.00     -5.00       1.73E-03       9.65E-05       2.43E-02   0
      2.00      2.50     10.50     11.00     -4.92       2.56E-03       1.46E-04       3.57E-02   0
      2.00      2.50     10.50     11.00     -4.84       3.67E-03       2.10E-04       5.02E-02   0
      2.00      2.50     10.50     11.00     -4.76       5.10E-03       3.00E-04       6.81E-02   0
      2.00      2.50     10.50     11.00     -4.68       6.79E-03       4.13E-04       8.82E-02   0
      2.00      2.50     10.50     11.00     -4.60       8.59E-03       5.41E-04       1.07E-01   0
      2.00      2.50     10.50     11.00     -4.52       1.05E-02       6.85E-04       1.27E-01   0
      2.00      2.50     10.50     11.00     -4.44       1.23E-02       8.59E-04       1.42E-01   0
      2.00      2.50     10.50     11.00     -4.36       1.38E-02       1.01E-03       1.49E-01   0
      2.00      2.50     10.50     11.00     -4.28       1.48E-02       1.12E-03       1.47E-01   0
      2.00      2.50     10.50     11.00     -4.20       1.53E-02       1.24E-03       1.43E-01   0
      2.00      2.50     10.50     11.00     -4.12       1.60E-02       1.38E-03       1.36E-01   0
      2.00      2.50     10.50     11.00     -4.04       1.62E-02       1.48E-03       1.28E-01   0
      2.00      2.50     10.50     11.00     -3.96       1.61E-02       1.62E-03       1.17E-01   0
      2.00      2.50     10.50     11.00     -3.88       1.64E-02       1.75E-03       1.15E-01   0
      2.00      2.50     10.50     11.00     -3.80       1.69E-02       1.84E-03       1.12E-01   0
      2.00      2.50     10.50     11.00     -3.72       1.73E-02       2.04E-03       1.10E-01   0
      2.00      2.50     10.50     11.00     -3.64       1.77E-02       2.24E-03       1.05E-01   0
      2.00      2.50     10.50     11.00     -3.56       1.82E-02       2.46E-03       1.05E-01   0
      2.00      2.50     10.50     11.00     -3.48       1.92E-02       2.78E-03       1.03E-01   0
      2.00      2.50     10.50     11.00     -3.40       2.05E-02       3.30E-03       1.01E-01   0
      2.00      2.50     10.50     11.00     -3.32       2.17E-02       3.89E-03       9.82E-02   0
      2.00      2.50     10.50     11.00     -3.24       2.31E-02       4.63E-03       9.91E-02   0
      2.00      2.50     10.50     11.00     -3.16       2.48E-02       5.43E-03       9.84E-02   0
      2.00      2.50     10.50     11.00     -3.08       2.69E-02       6.34E-03       1.02E-01   0
      2.00      2.50     10.50     11.00     -3.00       2.93E-02       7.52E-03       1.04E-01   0
      2.00      2.50     10.50     11.00     -2.92       3.22E-02       8.90E-03       1.05E-01   0
      2.00      2.50     10.50     11.00     -2.84       3.60E-02       1.10E-02       1.07E-01   0
      2.00      2.50     10.50     11.00     -2.76       3.98E-02       1.30E-02       1.11E-01   0
      2.00      2.50     10.50     11.00     -2.68       4.49E-02       1.55E-02       1.15E-01   0
      2.00      2.50     10.50     11.00     -2.60       5.05E-02       1.88E-02       1.20E-01   0
      2.00      2.50     10.50     11.00     -2.52       5.77E-02       2.23E-02       1.27E-01   0
      2.00      2.50     10.50     11.00     -2.44       6.52E-02       2.78E-02       1.33E-01   0
      2.00      2.50     10.50     11.00     -2.36       7.37E-02       3.34E-02       1.39E-01   0
      2.00      2.50     10.50     11.00     -2.28       8.26E-02       4.02E-02       1.47E-01   1
      2.00      2.50     10.50     11.00     -2.20       9.28E-02       4.78E-02       1.54E-01   1
      2.00      2.50     10.50     11.00     -2.12       1.02E-01       5.62E-02       1.62E-01   1
      2.00      2.50     10.50     11.00     -2.04       1.10E-01       6.56E-02       1.66E-01   1
      2.00      2.50     10.50     11.00     -1.96       1.17E-01       7.41E-02       1.71E-01   1
      2.00      2.50     10.50     11.00     -1.88       1.23E-01       8.24E-02       1.76E-01   1
      2.00      2.50     10.50     11.00     -1.80       1.27E-01       8.89E-02       1.78E-01   1
      2.00      2.50     10.50     11.00     -1.72       1.30E-01       9.32E-02       1.78E-01   1
      2.00      2.50     10.50     11.00     -1.64       1.32E-01       9.50E-02       1.76E-01   1
      2.00      2.50     10.50     11.00     -1.56       1.30E-01       9.69E-02       1.71E-01   1
      2.00      2.50     10.50     11.00     -1.48       1.27E-01       9.71E-02       1.64E-01   1
      2.00      2.50     10.50     11.00     -1.40       1.23E-01       9.63E-02       1.59E-01   1
      2.00      2.50     10.50     11.00     -1.32       1.19E-01       9.39E-02       1.52E-01   1
      2.00      2.50     10.50     11.00     -1.24       1.15E-01       9.16E-02       1.45E-01   1
      2.00      2.50     10.50     11.00     -1.16       1.11E-01       8.91E-02       1.39E-01   1
      2.00      2.50     10.50     11.00     -1.08       1.08E-01       8.65E-02       1.34E-01   1
      2.00      2.50     10.50     11.00     -1.00       1.03E-01       8.40E-02       1.28E-01   1
      2.00      2.50     10.50     11.00     -0.92       9.88E-02       8.12E-02       1.22E-01   1
      2.00      2.50     10.50     11.00     -0.84       9.27E-02       7.60E-02       1.13E-01   1
      2.00      2.50     10.50     11.00     -0.76       8.54E-02       6.96E-02       1.04E-01   1
      2.00      2.50     10.50     11.00     -0.68       7.66E-02       6.18E-02       9.39E-02   1
      2.00      2.50     10.50     11.00     -0.60       6.64E-02       5.27E-02       8.29E-02   1
      2.00      2.50     10.50     11.00     -0.52       5.61E-02       4.31E-02       7.05E-02   1
      2.00      2.50     10.50     11.00     -0.44       4.54E-02       3.44E-02       5.85E-02   1
      2.00      2.50     10.50     11.00     -0.36       3.58E-02       2.64E-02       4.73E-02   1
      2.00      2.50     10.50     11.00     -0.28       2.72E-02       1.93E-02       3.72E-02   1
      2.00      2.50     10.50     11.00     -0.20       2.02E-02       1.38E-02       2.86E-02   1
      2.00      2.50     10.50     11.00     -0.12       1.45E-02       9.43E-03       2.18E-02   1
      2.00      2.50     10.50     11.00     -0.04       1.04E-02       6.14E-03       1.61E-02   1
      2.00      2.50     10.50     11.00      0.04       7.40E-03       4.04E-03       1.24E-02   1
      2.00      2.50     10.50     11.00      0.12       5.31E-03       2.71E-03       9.52E-03   1
      2.00      2.50     10.50     11.00      0.20       3.89E-03       1.80E-03       7.41E-03   1
      2.00      2.50     10.50     11.00      0.28       2.92E-03       1.28E-03       5.91E-03   1
      2.00      2.50     10.50     11.00      0.36       2.28E-03       9.29E-04       4.84E-03   1
      2.00      2.50     10.50     11.00      0.44       1.79E-03       6.97E-04       4.07E-03   1
      2.00      2.50     10.50     11.00      0.52       1.44E-03       5.15E-04       3.35E-03   1
      2.00      2.50     10.50     11.00      0.60       1.19E-03       3.96E-04       2.81E-03   1
      2.00      2.50     10.50     11.00      0.68       9.81E-04       3.00E-04       2.40E-03   1
      2.00      2.50     10.50     11.00      0.76       7.97E-04       2.31E-04       2.08E-03   1
      2.00      2.50     10.50     11.00      0.84       6.34E-04       1.71E-04       1.86E-03   1
      2.00      2.50     10.50     11.00      0.92       5.12E-04       1.31E-04       1.64E-03   1
      2.00      2.50     10.50     11.00      1.00       4.13E-04       1.01E-04       1.41E-03   1
      2.00      2.50     10.50     11.00      1.08       3.44E-04       7.88E-05       1.20E-03   1
      2.00      2.50     10.50     11.00      1.16       2.86E-04       5.96E-05       1.05E-03   1
      2.00      2.50     10.50     11.00      1.24       2.44E-04       4.81E-05       9.52E-04   1
      2.00      2.50     10.50     11.00      1.32       2.14E-04       3.95E-05       8.58E-04   1
      2.00      2.50     10.50     11.00      1.40       1.85E-04       3.27E-05       7.83E-04   1
      2.00      2.50     10.50     11.00      1.48       1.59E-04       2.71E-05       7.53E-04   1
      2.00      2.50     10.50     11.00      1.56       1.44E-04       2.31E-05       7.54E-04   1
      2.00      2.50     10.50     11.00      1.64       1.30E-04       1.87E-05       6.93E-04   1
      2.00      2.50     10.50     11.00      1.72       1.16E-04       1.61E-05       6.53E-04   1
      2.00      2.50     10.50     11.00      1.80       1.05E-04       1.42E-05       6.20E-04   1
      2.00      2.50     10.50     11.00      1.88       9.42E-05       1.17E-05       6.06E-04   1
      2.00      2.50     10.50     11.00      1.96       8.64E-05       9.90E-06       6.01E-04   1
      2.00      2.50     10.50     11.00      2.04       7.93E-05       8.49E-06       5.71E-04   1
      2.00      2.50     10.50     11.00      2.12       7.42E-05       6.83E-06       5.42E-04   1
      2.00      2.50     10.50     11.00      2.20       6.69E-05       5.63E-06       5.30E-04   1
      2.00      2.50     10.50     11.00      2.28       5.82E-05       4.73E-06       5.11E-04   1
      2.00      2.50     10.50     11.00      2.36       4.99E-05       3.45E-06       4.68E-04   1
      2.00      2.50     10.50     11.00      2.44       4.05E-05       2.72E-06       4.11E-04   1
      2.00      2.50     10.50     11.00      2.52       3.13E-05       2.03E-06       3.52E-04   1
      2.00      2.50     10.50     11.00      2.60       2.32E-05       1.35E-06       2.68E-04   1
      2.00      2.50     10.50     11.00      2.68       1.54E-05       8.62E-07       1.88E-04   1
      2.00      2.50     10.50     11.00      2.76       8.85E-06       4.78E-07       1.18E-04   1
      2.00      2.50     10.50     11.00      2.84       4.38E-06       2.31E-07       6.17E-05   1
      2.00      2.50     10.50     11.00      2.92       1.79E-06       9.33E-08       2.56E-05   1
      1.50      2.00     10.50     11.00     -5.00       6.46E-04       3.20E-05       9.21E-03   0
      1.50      2.00     10.50     11.00     -4.92       9.50E-04       4.80E-05       1.34E-02   0
      1.50      2.00     10.50     11.00     -4.84       1.37E-03       6.90E-05       1.89E-02   0
      1.50      2.00     10.50     11.00     -4.76       1.92E-03       9.77E-05       2.56E-02   0
      1.50      2.00     10.50     11.00     -4.68       2.59E-03       1.34E-04       3.26E-02   0
      1.50      2.00     10.50     11.00     -4.60       3.25E-03       1.80E-04       4.02E-02   0
      1.50      2.00     10.50     11.00     -4.52       3.95E-03       2.34E-04       4.69E-02   0
      1.50      2.00     10.50     11.00     -4.44       4.63E-03       2.93E-04       5.17E-02   0
